"geoid","year","measure","measure_type","region_type","value"
24031700834,2022,"food_secure_original","count","tract",749
24031700834,2022,"at_risk_pc_original","percent","tract",0.1928
24031700834,2022,"insecure_pc_original","percent","tract",0.3611
24031700834,2022,"secure_pc_original","percent","tract",0.4461
24031700835,2022,"at_risk_original","count","tract",349
24031700835,2022,"food_insecure_original","count","tract",262
24031700835,2022,"food_secure_original","count","tract",807
24031700835,2022,"at_risk_pc_original","percent","tract",0.246
24031700835,2022,"insecure_pc_original","percent","tract",0.185
24031700835,2022,"secure_pc_original","percent","tract",0.569
24031700836,2022,"at_risk_original","count","tract",109
24031700836,2022,"food_insecure_original","count","tract",149
24031700836,2022,"food_secure_original","count","tract",362
24031700836,2022,"at_risk_pc_original","percent","tract",0.1755
24031700836,2022,"insecure_pc_original","percent","tract",0.241
24031700836,2022,"secure_pc_original","percent","tract",0.5835
24031700837,2022,"at_risk_original","count","tract",441
24031700837,2022,"food_insecure_original","count","tract",830
24031700837,2022,"food_secure_original","count","tract",1143
24031700837,2022,"at_risk_pc_original","percent","tract",0.1828
24031700837,2022,"insecure_pc_original","percent","tract",0.3439
24031700837,2022,"secure_pc_original","percent","tract",0.4733
24031700838,2022,"at_risk_original","count","tract",214
24031700838,2022,"food_insecure_original","count","tract",377
24031700838,2022,"food_secure_original","count","tract",1290
24031700838,2022,"at_risk_pc_original","percent","tract",0.1139
24031700838,2022,"insecure_pc_original","percent","tract",0.2007
24031700838,2022,"secure_pc_original","percent","tract",0.6853
24031700839,2022,"at_risk_original","count","tract",415
24031700839,2022,"food_insecure_original","count","tract",378
24031700839,2022,"food_secure_original","count","tract",1798
24031700839,2022,"at_risk_pc_original","percent","tract",0.1602
24031700839,2022,"insecure_pc_original","percent","tract",0.1461
24031700839,2022,"secure_pc_original","percent","tract",0.6937
24031700901,2022,"at_risk_original","count","tract",343
24031700901,2022,"food_insecure_original","count","tract",1100
24031700901,2022,"food_secure_original","count","tract",1465
24031700901,2022,"at_risk_pc_original","percent","tract",0.1182
24031700901,2022,"insecure_pc_original","percent","tract",0.3782
24031700901,2022,"secure_pc_original","percent","tract",0.5036
24031700902,2022,"at_risk_original","count","tract",332
24031700902,2022,"food_insecure_original","count","tract",486
24031700902,2022,"food_secure_original","count","tract",573
24031700902,2022,"at_risk_pc_original","percent","tract",0.2387
24031700902,2022,"insecure_pc_original","percent","tract",0.3496
24031700902,2022,"secure_pc_original","percent","tract",0.4117
24031700903,2022,"at_risk_original","count","tract",101
24031700903,2022,"food_insecure_original","count","tract",267
24031700903,2022,"food_secure_original","count","tract",292
24031700903,2022,"at_risk_pc_original","percent","tract",0.153
24031700903,2022,"insecure_pc_original","percent","tract",0.4042
24031700903,2022,"secure_pc_original","percent","tract",0.4428
24031700904,2022,"at_risk_original","count","tract",213
24031700904,2022,"food_insecure_original","count","tract",571
24031700904,2022,"food_secure_original","count","tract",864
24031700904,2022,"at_risk_pc_original","percent","tract",0.1295
24031700904,2022,"insecure_pc_original","percent","tract",0.3465
24031700904,2022,"secure_pc_original","percent","tract",0.524
24031700905,2022,"at_risk_original","count","tract",306
24031700905,2022,"food_insecure_original","count","tract",523
24031700905,2022,"food_secure_original","count","tract",656
24031700905,2022,"at_risk_pc_original","percent","tract",0.2062
24031700905,2022,"insecure_pc_original","percent","tract",0.3521
24031700905,2022,"secure_pc_original","percent","tract",0.4418
24031701001,2022,"at_risk_original","count","tract",495
24031701001,2022,"food_insecure_original","count","tract",574
24031701001,2022,"food_secure_original","count","tract",1061
24031701001,2022,"at_risk_pc_original","percent","tract",0.2325
24031701001,2022,"insecure_pc_original","percent","tract",0.2694
24031701001,2022,"secure_pc_original","percent","tract",0.4981
24031701002,2022,"at_risk_original","count","tract",367
24031701002,2022,"food_insecure_original","count","tract",252
24031701002,2022,"food_secure_original","count","tract",1017
24031701002,2022,"at_risk_pc_original","percent","tract",0.2246
24031701002,2022,"insecure_pc_original","percent","tract",0.1541
24031701002,2022,"secure_pc_original","percent","tract",0.6213
24031701004,2022,"at_risk_original","count","tract",414
24031701004,2022,"food_insecure_original","count","tract",392
24031701004,2022,"food_secure_original","count","tract",924
24031701004,2022,"at_risk_pc_original","percent","tract",0.2392
24031701004,2022,"insecure_pc_original","percent","tract",0.2266
24031701004,2022,"secure_pc_original","percent","tract",0.5342
24031701005,2022,"at_risk_original","count","tract",275
24031701005,2022,"food_insecure_original","count","tract",266
24031701005,2022,"food_secure_original","count","tract",595
24031701005,2022,"at_risk_pc_original","percent","tract",0.2422
24031701005,2022,"insecure_pc_original","percent","tract",0.2341
24031701005,2022,"secure_pc_original","percent","tract",0.5236
24031701006,2022,"at_risk_original","count","tract",695
24031701006,2022,"food_insecure_original","count","tract",257
24031701006,2022,"food_secure_original","count","tract",911
24031701006,2022,"at_risk_pc_original","percent","tract",0.3731
24031701006,2022,"insecure_pc_original","percent","tract",0.1381
24031701006,2022,"secure_pc_original","percent","tract",0.4889
24031701007,2022,"at_risk_original","count","tract",371
24031701007,2022,"food_insecure_original","count","tract",365
24031701007,2022,"food_secure_original","count","tract",730
24031701007,2022,"at_risk_pc_original","percent","tract",0.253
24031701007,2022,"insecure_pc_original","percent","tract",0.2492
24031701007,2022,"secure_pc_original","percent","tract",0.4978
24031701101,2022,"at_risk_original","count","tract",291
24031701101,2022,"food_insecure_original","count","tract",280
24031701101,2022,"food_secure_original","count","tract",1030
24031701101,2022,"at_risk_pc_original","percent","tract",0.182
24031701101,2022,"insecure_pc_original","percent","tract",0.1749
24031701101,2022,"secure_pc_original","percent","tract",0.6431
24031701102,2022,"at_risk_original","count","tract",423
24031701102,2022,"food_insecure_original","count","tract",629
24031701102,2022,"food_secure_original","count","tract",1075
24031701102,2022,"at_risk_pc_original","percent","tract",0.1989
24031701102,2022,"insecure_pc_original","percent","tract",0.2957
24031701102,2022,"secure_pc_original","percent","tract",0.5053
24031701201,2022,"at_risk_original","count","tract",864
24031701201,2022,"food_insecure_original","count","tract",651
24031701201,2022,"food_secure_original","count","tract",882
24031701201,2022,"at_risk_pc_original","percent","tract",0.3604
24031701201,2022,"insecure_pc_original","percent","tract",0.2716
24031701201,2022,"secure_pc_original","percent","tract",0.3681
24031701202,2022,"at_risk_original","count","tract",568
24031701202,2022,"food_insecure_original","count","tract",120
24031701202,2022,"food_secure_original","count","tract",330
24031701202,2022,"at_risk_pc_original","percent","tract",0.558
24031701202,2022,"insecure_pc_original","percent","tract",0.1181
24031701202,2022,"secure_pc_original","percent","tract",0.3239
24031701205,2022,"at_risk_original","count","tract",1559
24031701205,2022,"food_insecure_original","count","tract",250
24031701205,2022,"food_secure_original","count","tract",624
24031701205,2022,"at_risk_pc_original","percent","tract",0.6405
24031701205,2022,"insecure_pc_original","percent","tract",0.103
24031701205,2022,"secure_pc_original","percent","tract",0.2565
24031701206,2022,"at_risk_original","count","tract",1255
24031701206,2022,"food_insecure_original","count","tract",267
24031701206,2022,"food_secure_original","count","tract",561
24031701206,2022,"at_risk_pc_original","percent","tract",0.6024
24031701206,2022,"insecure_pc_original","percent","tract",0.1284
24031701206,2022,"secure_pc_original","percent","tract",0.2692
24031701210,2022,"at_risk_original","count","tract",435
24031701210,2022,"food_insecure_original","count","tract",167
24031701210,2022,"food_secure_original","count","tract",672
24031701210,2022,"at_risk_pc_original","percent","tract",0.3413
24031701210,2022,"insecure_pc_original","percent","tract",0.1316
24031701210,2022,"secure_pc_original","percent","tract",0.5271
24031701211,2022,"at_risk_original","count","tract",403
24031701211,2022,"food_insecure_original","count","tract",716
24031701211,2022,"food_secure_original","count","tract",1217
24031701211,2022,"at_risk_pc_original","percent","tract",0.1728
24031701211,2022,"insecure_pc_original","percent","tract",0.3064
24031701211,2022,"secure_pc_original","percent","tract",0.5208
24031701212,2022,"at_risk_original","count","tract",318
24031701212,2022,"food_insecure_original","count","tract",154
24031701212,2022,"food_secure_original","count","tract",431
24031701212,2022,"at_risk_pc_original","percent","tract",0.3518
24031701212,2022,"insecure_pc_original","percent","tract",0.1707
24031701212,2022,"secure_pc_original","percent","tract",0.4775
24031701214,2022,"at_risk_original","count","tract",666
24031701214,2022,"food_insecure_original","count","tract",262
24031701214,2022,"food_secure_original","count","tract",1106
24031701214,2022,"at_risk_pc_original","percent","tract",0.3273
24031701214,2022,"insecure_pc_original","percent","tract",0.1291
24031701214,2022,"secure_pc_original","percent","tract",0.5436
24031701215,2022,"at_risk_original","count","tract",597
24031701215,2022,"food_insecure_original","count","tract",746
24031701215,2022,"food_secure_original","count","tract",1274
24031701215,2022,"at_risk_pc_original","percent","tract",0.2281
24031701215,2022,"insecure_pc_original","percent","tract",0.2851
24031701215,2022,"secure_pc_original","percent","tract",0.4868
24031701216,2022,"at_risk_original","count","tract",811
24031701216,2022,"food_insecure_original","count","tract",677
24031701216,2022,"food_secure_original","count","tract",1801
24031701216,2022,"at_risk_pc_original","percent","tract",0.2467
24031701216,2022,"insecure_pc_original","percent","tract",0.2059
24031701216,2022,"secure_pc_original","percent","tract",0.5474
24031701218,2022,"at_risk_original","count","tract",324
24031701218,2022,"food_insecure_original","count","tract",307
24031701218,2022,"food_secure_original","count","tract",812
24031701218,2022,"at_risk_pc_original","percent","tract",0.2245
24031701218,2022,"insecure_pc_original","percent","tract",0.2129
24031701218,2022,"secure_pc_original","percent","tract",0.5626
24031701219,2022,"at_risk_original","count","tract",391
24031701219,2022,"food_insecure_original","count","tract",734
24031701219,2022,"food_secure_original","count","tract",689
24031701219,2022,"at_risk_pc_original","percent","tract",0.2156
24031701219,2022,"insecure_pc_original","percent","tract",0.4046
24031701219,2022,"secure_pc_original","percent","tract",0.3798
24031701220,2022,"at_risk_original","count","tract",436
24031701220,2022,"food_insecure_original","count","tract",138
24031701220,2022,"food_secure_original","count","tract",631
24031701220,2022,"at_risk_pc_original","percent","tract",0.3617
24031701220,2022,"insecure_pc_original","percent","tract",0.115
24031701220,2022,"secure_pc_original","percent","tract",0.5233
24031701221,2022,"at_risk_original","count","tract",237
24031701221,2022,"food_insecure_original","count","tract",511
24031701221,2022,"food_secure_original","count","tract",983
24031701221,2022,"at_risk_pc_original","percent","tract",0.1371
24031701221,2022,"insecure_pc_original","percent","tract",0.2952
24031701221,2022,"secure_pc_original","percent","tract",0.5677
24031701222,2022,"at_risk_original","count","tract",711
24031701222,2022,"food_insecure_original","count","tract",237
24031701222,2022,"food_secure_original","count","tract",861
24031701222,2022,"at_risk_pc_original","percent","tract",0.3931
24031701222,2022,"insecure_pc_original","percent","tract",0.1312
24031701222,2022,"secure_pc_original","percent","tract",0.4757
24031701223,2022,"at_risk_original","count","tract",490
24031701223,2022,"food_insecure_original","count","tract",99
24031701223,2022,"food_secure_original","count","tract",968
24031701223,2022,"at_risk_pc_original","percent","tract",0.3149
24031701223,2022,"insecure_pc_original","percent","tract",0.0641
24031701223,2022,"secure_pc_original","percent","tract",0.6209
24031701303,2022,"at_risk_original","count","tract",179
24031701303,2022,"food_insecure_original","count","tract",173
24031701303,2022,"food_secure_original","count","tract",1021
24031701303,2022,"at_risk_pc_original","percent","tract",0.1304
24031701303,2022,"insecure_pc_original","percent","tract",0.1263
24031701303,2022,"secure_pc_original","percent","tract",0.7433
24031701304,2022,"at_risk_original","count","tract",823
24031701304,2022,"food_insecure_original","count","tract",222
24031701304,2022,"food_secure_original","count","tract",1145
24031701304,2022,"at_risk_pc_original","percent","tract",0.3755
24031701304,2022,"insecure_pc_original","percent","tract",0.1017
24031701304,2022,"secure_pc_original","percent","tract",0.5228
24031701306,2022,"at_risk_original","count","tract",203
24031701306,2022,"food_insecure_original","count","tract",103
24031701306,2022,"food_secure_original","count","tract",617
24031701306,2022,"at_risk_pc_original","percent","tract",0.2198
24031701306,2022,"insecure_pc_original","percent","tract",0.1118
24031701306,2022,"secure_pc_original","percent","tract",0.6684
24031701307,2022,"at_risk_original","count","tract",545
24031701307,2022,"food_insecure_original","count","tract",307
24031701307,2022,"food_secure_original","count","tract",751
24031701307,2022,"at_risk_pc_original","percent","tract",0.3399
24031701307,2022,"insecure_pc_original","percent","tract",0.1917
24031701307,2022,"secure_pc_original","percent","tract",0.4684
24031701308,2022,"at_risk_original","count","tract",224
24031701308,2022,"food_insecure_original","count","tract",219
24031701308,2022,"food_secure_original","count","tract",900
24031701308,2022,"at_risk_pc_original","percent","tract",0.1669
24031701308,2022,"insecure_pc_original","percent","tract",0.163
24031701308,2022,"secure_pc_original","percent","tract",0.67
24031701312,2022,"at_risk_original","count","tract",744
24031701312,2022,"food_insecure_original","count","tract",436
24031701312,2022,"food_secure_original","count","tract",828
24031701312,2022,"at_risk_pc_original","percent","tract",0.3704
24031701312,2022,"insecure_pc_original","percent","tract",0.2174
24031701312,2022,"secure_pc_original","percent","tract",0.4122
24031701313,2022,"at_risk_original","count","tract",359
24031701313,2022,"food_insecure_original","count","tract",162
24031701313,2022,"food_secure_original","count","tract",639
24031701313,2022,"at_risk_pc_original","percent","tract",0.3094
24031701313,2022,"insecure_pc_original","percent","tract",0.1401
24031701313,2022,"secure_pc_original","percent","tract",0.5505
24031701314,2022,"at_risk_original","count","tract",342
24031701314,2022,"food_insecure_original","count","tract",167
24031701314,2022,"food_secure_original","count","tract",510
24031701314,2022,"at_risk_pc_original","percent","tract",0.3356
24031701314,2022,"insecure_pc_original","percent","tract",0.164
24031701314,2022,"secure_pc_original","percent","tract",0.5004
24031701315,2022,"at_risk_original","count","tract",490
24031701315,2022,"food_insecure_original","count","tract",470
24031701315,2022,"food_secure_original","count","tract",750
24031701315,2022,"at_risk_pc_original","percent","tract",0.2865
24031701315,2022,"insecure_pc_original","percent","tract",0.2749
24031701315,2022,"secure_pc_original","percent","tract",0.4386
24031701316,2022,"at_risk_original","count","tract",766
24031701316,2022,"food_insecure_original","count","tract",385
24031701316,2022,"food_secure_original","count","tract",1202
24031701316,2022,"at_risk_pc_original","percent","tract",0.3255
24031701316,2022,"insecure_pc_original","percent","tract",0.1639
24031701316,2022,"secure_pc_original","percent","tract",0.5107
24031701317,2022,"at_risk_original","count","tract",456
24031701317,2022,"food_insecure_original","count","tract",260
24031701317,2022,"food_secure_original","count","tract",642
24031701317,2022,"at_risk_pc_original","percent","tract",0.3356
24031701317,2022,"insecure_pc_original","percent","tract",0.1914
24031701317,2022,"secure_pc_original","percent","tract",0.473
24031701407,2022,"at_risk_original","count","tract",423
24031701407,2022,"food_insecure_original","count","tract",375
24031701407,2022,"food_secure_original","count","tract",1099
24031701407,2022,"at_risk_pc_original","percent","tract",0.2232
24031701407,2022,"insecure_pc_original","percent","tract",0.1976
24031701407,2022,"secure_pc_original","percent","tract",0.5792
24031701408,2022,"at_risk_original","count","tract",502
24031701408,2022,"food_insecure_original","count","tract",422
24031701408,2022,"food_secure_original","count","tract",878
24031701408,2022,"at_risk_pc_original","percent","tract",0.2785
24031701408,2022,"insecure_pc_original","percent","tract",0.2345
24031701408,2022,"secure_pc_original","percent","tract",0.487
24031701409,2022,"at_risk_original","count","tract",441
24031701409,2022,"food_insecure_original","count","tract",109
24031701409,2022,"food_secure_original","count","tract",874
24031701409,2022,"at_risk_pc_original","percent","tract",0.31
24031701409,2022,"insecure_pc_original","percent","tract",0.0765
24031701409,2022,"secure_pc_original","percent","tract",0.6135
24031701414,2022,"at_risk_original","count","tract",467
24031701414,2022,"food_insecure_original","count","tract",690
24031701414,2022,"food_secure_original","count","tract",1107
24031701414,2022,"at_risk_pc_original","percent","tract",0.2064
24031701414,2022,"insecure_pc_original","percent","tract",0.3048
24031701414,2022,"secure_pc_original","percent","tract",0.4889
24031701415,2022,"at_risk_original","count","tract",709
24031701415,2022,"food_insecure_original","count","tract",786
24031701415,2022,"food_secure_original","count","tract",1011
24031701415,2022,"at_risk_pc_original","percent","tract",0.283
24031701415,2022,"insecure_pc_original","percent","tract",0.3138
24031701415,2022,"secure_pc_original","percent","tract",0.4032
24031701417,2022,"at_risk_original","count","tract",600
24031701417,2022,"food_insecure_original","count","tract",774
24031701417,2022,"food_secure_original","count","tract",1156
24031701417,2022,"at_risk_pc_original","percent","tract",0.2372
24031701417,2022,"insecure_pc_original","percent","tract",0.3059
24031701417,2022,"secure_pc_original","percent","tract",0.4568
24031701418,2022,"at_risk_original","count","tract",277
24031701418,2022,"food_insecure_original","count","tract",272
24031701418,2022,"food_secure_original","count","tract",609
24031701418,2022,"at_risk_pc_original","percent","tract",0.2391
24031701418,2022,"insecure_pc_original","percent","tract",0.2348
24031701418,2022,"secure_pc_original","percent","tract",0.5261
24031701422,2022,"at_risk_original","count","tract",227
24031701422,2022,"food_insecure_original","count","tract",588
24031701422,2022,"food_secure_original","count","tract",287
24031701422,2022,"at_risk_pc_original","percent","tract",0.2058
24031701422,2022,"insecure_pc_original","percent","tract",0.5333
24031701422,2022,"secure_pc_original","percent","tract",0.2609
24031701423,2022,"at_risk_original","count","tract",482
24031701423,2022,"food_insecure_original","count","tract",671
24031701423,2022,"food_secure_original","count","tract",815
24031701423,2022,"at_risk_pc_original","percent","tract",0.2449
24031701423,2022,"insecure_pc_original","percent","tract",0.3411
24031701423,2022,"secure_pc_original","percent","tract",0.4141
24031701424,2022,"at_risk_original","count","tract",223
24031701424,2022,"food_insecure_original","count","tract",132
24031701424,2022,"food_secure_original","count","tract",563
24031701424,2022,"at_risk_pc_original","percent","tract",0.2431
24031701424,2022,"insecure_pc_original","percent","tract",0.1438
24031701424,2022,"secure_pc_original","percent","tract",0.6132
24031701425,2022,"at_risk_original","count","tract",299
24031701425,2022,"food_insecure_original","count","tract",305
24031701425,2022,"food_secure_original","count","tract",1176
24031701425,2022,"at_risk_pc_original","percent","tract",0.1682
24031701425,2022,"insecure_pc_original","percent","tract",0.1716
24031701425,2022,"secure_pc_original","percent","tract",0.6602
24031701426,2022,"at_risk_original","count","tract",410
24031701426,2022,"food_insecure_original","count","tract",401
24031701426,2022,"food_secure_original","count","tract",1095
24031701426,2022,"at_risk_pc_original","percent","tract",0.2151
24031701426,2022,"insecure_pc_original","percent","tract",0.2106
24031701426,2022,"secure_pc_original","percent","tract",0.5743
24031701427,2022,"at_risk_original","count","tract",263
24031701427,2022,"food_insecure_original","count","tract",132
24031701427,2022,"food_secure_original","count","tract",483
24031701427,2022,"at_risk_pc_original","percent","tract",0.2996
24031701427,2022,"insecure_pc_original","percent","tract",0.1505
24031701427,2022,"secure_pc_original","percent","tract",0.5499
24031701503,2022,"at_risk_original","count","tract",448
24031701503,2022,"food_insecure_original","count","tract",541
24031701503,2022,"food_secure_original","count","tract",1168
24031701503,2022,"at_risk_pc_original","percent","tract",0.2076
24031701503,2022,"insecure_pc_original","percent","tract",0.2509
24031701503,2022,"secure_pc_original","percent","tract",0.5414
24031701505,2022,"at_risk_original","count","tract",614
24031701505,2022,"food_insecure_original","count","tract",628
24031701505,2022,"food_secure_original","count","tract",1184
24031701505,2022,"at_risk_pc_original","percent","tract",0.253
24031701505,2022,"insecure_pc_original","percent","tract",0.2591
24031701505,2022,"secure_pc_original","percent","tract",0.4879
24031701506,2022,"at_risk_original","count","tract",295
24031701506,2022,"food_insecure_original","count","tract",194
24031701506,2022,"food_secure_original","count","tract",1269
24031701506,2022,"at_risk_pc_original","percent","tract",0.1679
24031701506,2022,"insecure_pc_original","percent","tract",0.1107
24031701506,2022,"secure_pc_original","percent","tract",0.7214
24031701507,2022,"at_risk_original","count","tract",467
24031701507,2022,"food_insecure_original","count","tract",511
24031701507,2022,"food_secure_original","count","tract",1035
24031701507,2022,"at_risk_pc_original","percent","tract",0.232
24031701507,2022,"insecure_pc_original","percent","tract",0.2541
24031701507,2022,"secure_pc_original","percent","tract",0.5139
24031701508,2022,"at_risk_original","count","tract",308
24031701508,2022,"food_insecure_original","count","tract",663
24031701508,2022,"food_secure_original","count","tract",531
24031701508,2022,"at_risk_pc_original","percent","tract",0.2053
24031701508,2022,"insecure_pc_original","percent","tract",0.4412
24031701508,2022,"secure_pc_original","percent","tract",0.3534
24031701509,2022,"at_risk_original","count","tract",470
24031701509,2022,"food_insecure_original","count","tract",1079
24031701509,2022,"food_secure_original","count","tract",614
24031701509,2022,"at_risk_pc_original","percent","tract",0.2175
24031701509,2022,"insecure_pc_original","percent","tract",0.4987
24031701509,2022,"secure_pc_original","percent","tract",0.2838
24031701601,2022,"at_risk_original","count","tract",206
24031701601,2022,"food_insecure_original","count","tract",273
24031701601,2022,"food_secure_original","count","tract",241
24031701601,2022,"at_risk_pc_original","percent","tract",0.2864
24031701601,2022,"insecure_pc_original","percent","tract",0.3787
24031701601,2022,"secure_pc_original","percent","tract",0.3348
24031701602,2022,"at_risk_original","count","tract",245
24031701602,2022,"food_insecure_original","count","tract",1163
24031701602,2022,"food_secure_original","count","tract",458
24031701602,2022,"at_risk_pc_original","percent","tract",0.1315
24031701602,2022,"insecure_pc_original","percent","tract",0.623
24031701602,2022,"secure_pc_original","percent","tract",0.2456
24031701701,2022,"at_risk_original","count","tract",455
24031701701,2022,"food_insecure_original","count","tract",264
24031701701,2022,"food_secure_original","count","tract",864
24031701701,2022,"at_risk_pc_original","percent","tract",0.2872
24031701701,2022,"insecure_pc_original","percent","tract",0.1672
24031701701,2022,"secure_pc_original","percent","tract",0.5456
24031701702,2022,"at_risk_original","count","tract",164
24031701702,2022,"food_insecure_original","count","tract",461
24031701702,2022,"food_secure_original","count","tract",410
24031701702,2022,"at_risk_pc_original","percent","tract",0.1588
24031701702,2022,"insecure_pc_original","percent","tract",0.4454
24031701702,2022,"secure_pc_original","percent","tract",0.3958
24031701703,2022,"at_risk_original","count","tract",291
24031701703,2022,"food_insecure_original","count","tract",301
24031701703,2022,"food_secure_original","count","tract",683
24031701703,2022,"at_risk_pc_original","percent","tract",0.2284
24031701703,2022,"insecure_pc_original","percent","tract",0.236
24031701703,2022,"secure_pc_original","percent","tract",0.5357
24031701704,2022,"at_risk_original","count","tract",241
24031701704,2022,"food_insecure_original","count","tract",199
24031701704,2022,"food_secure_original","count","tract",608
24031701704,2022,"at_risk_pc_original","percent","tract",0.23
24031701704,2022,"insecure_pc_original","percent","tract",0.1901
24031701704,2022,"secure_pc_original","percent","tract",0.5799
24031701800,2022,"at_risk_original","count","tract",200
24031701800,2022,"food_insecure_original","count","tract",619
24031701800,2022,"food_secure_original","count","tract",977
24031701800,2022,"at_risk_pc_original","percent","tract",0.1118
24031701800,2022,"insecure_pc_original","percent","tract",0.3448
24031701800,2022,"secure_pc_original","percent","tract",0.5434
24031701900,2022,"at_risk_original","count","tract",357
24031701900,2022,"food_insecure_original","count","tract",349
24031701900,2022,"food_secure_original","count","tract",512
24031701900,2022,"at_risk_pc_original","percent","tract",0.2931
24031701900,2022,"insecure_pc_original","percent","tract",0.2863
24031701900,2022,"secure_pc_original","percent","tract",0.4205
24031702000,2022,"at_risk_original","count","tract",284
24031702000,2022,"food_insecure_original","count","tract",884
24031702000,2022,"food_secure_original","count","tract",470
24031702000,2022,"at_risk_pc_original","percent","tract",0.1733
24031702000,2022,"insecure_pc_original","percent","tract",0.5395
24031702000,2022,"secure_pc_original","percent","tract",0.2872
24031702101,2022,"at_risk_original","count","tract",295
24031702101,2022,"food_insecure_original","count","tract",907
24031702101,2022,"food_secure_original","count","tract",660
24031702101,2022,"at_risk_pc_original","percent","tract",0.1585
24031702101,2022,"insecure_pc_original","percent","tract",0.4871
24031702101,2022,"secure_pc_original","percent","tract",0.3544
24031702102,2022,"at_risk_original","count","tract",168
24031702102,2022,"food_insecure_original","count","tract",105
24031702102,2022,"food_secure_original","count","tract",895
24031702102,2022,"at_risk_pc_original","percent","tract",0.1443
24031702102,2022,"insecure_pc_original","percent","tract",0.0899
24031702102,2022,"secure_pc_original","percent","tract",0.7658
24031702200,2022,"at_risk_original","count","tract",201
24031702200,2022,"food_insecure_original","count","tract",173
24031702200,2022,"food_secure_original","count","tract",1212
24031702200,2022,"at_risk_pc_original","percent","tract",0.1267
24031702200,2022,"insecure_pc_original","percent","tract",0.1095
24031702200,2022,"secure_pc_original","percent","tract",0.7638
24031702301,2022,"at_risk_original","count","tract",403
24031702301,2022,"food_insecure_original","count","tract",286
24031702301,2022,"food_secure_original","count","tract",666
24031702301,2022,"at_risk_pc_original","percent","tract",0.2973
24031702301,2022,"insecure_pc_original","percent","tract",0.2113
24031702301,2022,"secure_pc_original","percent","tract",0.4914
24031702302,2022,"at_risk_original","count","tract",283
24031702302,2022,"food_insecure_original","count","tract",515
24031702302,2022,"food_secure_original","count","tract",999
24031702302,2022,"at_risk_pc_original","percent","tract",0.1575
24031702302,2022,"insecure_pc_original","percent","tract",0.2868
24031702302,2022,"secure_pc_original","percent","tract",0.5557
24031702401,2022,"at_risk_original","count","tract",123
24031702401,2022,"food_insecure_original","count","tract",170
24031702401,2022,"food_secure_original","count","tract",795
24031702401,2022,"at_risk_pc_original","percent","tract",0.1132
24031702401,2022,"insecure_pc_original","percent","tract",0.1567
24031702401,2022,"secure_pc_original","percent","tract",0.7301
24031702402,2022,"at_risk_original","count","tract",264
24031702402,2022,"food_insecure_original","count","tract",592
24031702402,2022,"food_secure_original","count","tract",1246
24031702402,2022,"at_risk_pc_original","percent","tract",0.1259
24031702402,2022,"insecure_pc_original","percent","tract",0.2816
24031702402,2022,"secure_pc_original","percent","tract",0.5925
24031702501,2022,"at_risk_original","count","tract",457
24031702501,2022,"food_insecure_original","count","tract",250
24031702501,2022,"food_secure_original","count","tract",1659
24031702501,2022,"at_risk_pc_original","percent","tract",0.1931
24031702501,2022,"insecure_pc_original","percent","tract",0.1059
24031702501,2022,"secure_pc_original","percent","tract",0.701
24031702502,2022,"at_risk_original","count","tract",173
24031702502,2022,"food_insecure_original","count","tract",286
24031702502,2022,"food_secure_original","count","tract",443
24031702502,2022,"at_risk_pc_original","percent","tract",0.1918
24031702502,2022,"insecure_pc_original","percent","tract",0.3173
24031702502,2022,"secure_pc_original","percent","tract",0.4909
24031702503,2022,"at_risk_original","count","tract",326
24031702503,2022,"food_insecure_original","count","tract",685
24031702503,2022,"food_secure_original","count","tract",1285
24031702503,2022,"at_risk_pc_original","percent","tract",0.1423
24031702503,2022,"insecure_pc_original","percent","tract",0.2982
24031702503,2022,"secure_pc_original","percent","tract",0.5594
24031702602,2022,"at_risk_original","count","tract",355
24031702602,2022,"food_insecure_original","count","tract",767
24031702602,2022,"food_secure_original","count","tract",1111
24031702602,2022,"at_risk_pc_original","percent","tract",0.1592
24031702602,2022,"insecure_pc_original","percent","tract",0.3436
24031702602,2022,"secure_pc_original","percent","tract",0.4972
24031702603,2022,"at_risk_original","count","tract",140
24031702603,2022,"food_insecure_original","count","tract",131
24031702603,2022,"food_secure_original","count","tract",738
24031702603,2022,"at_risk_pc_original","percent","tract",0.1395
24031702603,2022,"insecure_pc_original","percent","tract",0.13
24031702603,2022,"secure_pc_original","percent","tract",0.7305
24031702604,2022,"at_risk_original","count","tract",295
24031702604,2022,"food_insecure_original","count","tract",396
24031702604,2022,"food_secure_original","count","tract",990
24031702604,2022,"at_risk_pc_original","percent","tract",0.1758
24031702604,2022,"insecure_pc_original","percent","tract",0.2355
24031702604,2022,"secure_pc_original","percent","tract",0.5887
24031702700,2022,"at_risk_original","count","tract",390
24031702700,2022,"food_insecure_original","count","tract",996
24031702700,2022,"food_secure_original","count","tract",1093
24031702700,2022,"at_risk_pc_original","percent","tract",0.1576
24031702700,2022,"insecure_pc_original","percent","tract",0.4015
24031702700,2022,"secure_pc_original","percent","tract",0.4409
24031702800,2022,"at_risk_original","count","tract",414
24031702800,2022,"food_insecure_original","count","tract",477
24031702800,2022,"food_secure_original","count","tract",1846
24031702800,2022,"at_risk_pc_original","percent","tract",0.1515
24031702800,2022,"insecure_pc_original","percent","tract",0.1743
24031702800,2022,"secure_pc_original","percent","tract",0.6742
24031702900,2022,"at_risk_original","count","tract",216
